R vR err_vR vT err_vT V-B V Mass
0.2903 -14.4566 3.2307 0.3146 3.2154 1.4247 11.1576 0.2033
0.2079 -6.7319 2.8642 -2.5146 2.9056 1.3770 10.6090 0.2601
0.2744 -8.3651 1.9374 -2.9995 1.9417 1.2547 9.5487 0.3925
0.1099 -12.5084 1.5284 -1.8321 1.5293 1.1204 8.7607 0.4668
0.2229 -1.8760 1.2518 -7.0566 1.2463 0.9375 7.7197 0.5505
0.2609 0.9508 1.1953 5.1971 1.1955 0.8778 7.3548 0.5787
0.2954 15.0902 1.7889 -4.7404 1.7956 1.2205 9.3322 0.4149
0.0772 -9.4746 2.0868 6.3693 2.0877 1.2863 9.7488 0.3711
0.2925 -0.6508 1.4037 -2.1701 1.4038 1.0556 8.3934 0.4976
0.1331 1.3560 2.2233 -13.9653 2.2251 1.3088 9.9081 0.3525
0.1083 1.2591 1.9687 3.8341 1.9723 1.2616 9.5907 0.3882
0.1385 3.9227 1.0573 9.1577 1.0378 0.4463 4.2643 0.8085
0.2336 0.0698 1.0689 -14.1725 1.0709 0.5313 5.2459 0.7494
0.0593 -5.3607 1.0831 2.9858 1.0789 0.6062 5.7933 0.7053
0.1558 -5.5683 2.5733 -1.6639 2.5911 1.3522 10.3000 0.3013
0.2832 0.3272 1.1263 15.7814 1.1243 0.7287 6.4949 0.6472
0.2603 -8.4193 1.5678 6.3243 1.5701 1.1369 8.8512 0.4591
0.2923 -5.9887 1.8188 11.8503 1.8258 1.2299 9.3900 0.4091
0.2231 10.4936 1.9874 -1.9800 1.9906 1.2656 9.6158 0.3856
0.0902 -15.7403 2.1179 2.0427 2.1185 1.2921 9.7885 0.3666
0.0835 0.7754 1.2045 2.1053 1.2037 0.8895 7.4288 0.5728
0.1455 6.4121 1.9733 -4.2497 1.9768 1.2626 9.5969 0.3875
0.2658 -6.5983 2.6038 2.7286 2.6255 1.3551 10.3331 0.2967
0.1567 -1.2539 1.2952 1.9441 1.2912 0.9744 7.9413 0.5332
0.0795 -6.9155 1.6232 -4.2612 1.6274 1.1597 8.9782 0.4480
0.1876 -6.0346 1.2113 8.1659 1.2098 0.8961 7.4706 0.5695
0.1626 -4.0097 1.0793 6.7799 1.0780 0.5849 5.6564 0.7166
0.2086 11.6193 1.4028 3.1871 1.4029 1.0550 8.3901 0.4979
0.1095 -1.8458 1.0853 -7.5444 1.0817 0.6133 5.8379 0.7015
0.1319 4.0718 1.5785 -10.6173 1.5812 1.1413 8.8757 0.4570
0.2858 -6.5854 3.0750 2.9370 3.1001 1.3935 10.8184 0.2355
0.2618 -5.7214 2.7882 15.4410 2.8334 1.3712 10.5327 0.2698
0.1124 3.9683 2.6248 2.2525 2.6491 1.3570 10.3557 0.2936
0.2579 4.6069 2.4241 8.4346 2.4284 1.3362 10.1359 0.3235
0.1834 1.3394 2.7405 -2.7142 2.7797 1.3672 10.4811 0.2766
0.2895 5.2919 2.8379 -16.1085 2.8813 1.3750 10.5829 0.2634
0.0702 -6.7141 1.5761 4.0212 1.5787 1.1403 8.8702 0.4575
0.2891 -5.9063 2.9856 -3.9420 3.0176 1.3864 10.7296 0.2455
0.2144 4.6749 1.5618 3.5465 1.5639 1.1344 8.8375 0.4603
0.1442 0.5867 1.2400 13.2682 1.2356 0.9254 7.6469 0.5560
0.2490 7.6203 2.2564 4.1375 2.2586 1.3138 9.9457 0.3479
0.2535 7.5443 1.5547 -9.2666 1.5565 1.1314 8.8211 0.4617
0.0836 10.5775 2.5552 8.9667 2.5707 1.3504 10.2804 0.3039
0.2387 10.8738 2.5552 13.5127 2.5706 1.3504 10.2804 0.3039
0.2760 2.5100 3.2267 -4.6159 3.2144 1.4226 11.1368 0.2051
0.1013 3.7421 1.0678 -2.8606 1.0691 0.5253 5.1939 0.7533
0.2741 -5.2779 2.4413 12.9859 2.4458 1.3383 10.1555 0.3209
0.2778 1.9141 1.2752 -2.7677 1.2693 0.9590 7.8485 0.5405
0.0881 -5.0702 2.2692 0.4612 2.2716 1.3156 9.9602 0.3461
0.1292 -11.6068 3.2038 6.4836 3.2081 1.4111 11.0172 0.2156
0.1871 -4.6401 1.8570 5.1749 1.8631 1.2380 9.4412 0.4039
0.0864 -4.8259 1.0971 7.1024 1.0973 0.6533 6.0726 0.6821
0.1401 1.7493 2.5684 14.2760 2.5855 1.3517 10.2946 0.3020
0.2167 -2.6875 1.0575 -6.9448 1.0371 0.4410 4.1655 0.8125
0.2836 -14.5616 1.2355 2.5435 1.2316 0.9208 7.6193 0.5581
0.1057 -12.5452 1.7892 2.2256 1.7960 1.2206 9.3330 0.4148
0.2008 4.2670 1.0884 -8.9743 1.0858 0.6237 5.9002 0.6964
0.2246 -7.4518 1.4361 6.9308 1.4354 1.0766 8.5116 0.4879
0.2237 7.7314 1.6925 10.0817 1.6979 1.1858 9.1267 0.4345
0.1561 9.0477 2.2432 2.0291 2.2453 1.3118 9.9307 0.3498
0.1120 5.5814 1.6219 4.9498 1.6261 1.1591 8.9752 0.4483
0.2876 2.1950 2.0855 -1.6862 2.0865 1.2860 9.7471 0.3713
0.2316 -5.8370 1.1705 -2.0799 1.1740 0.8310 7.0607 0.6017
0.2495 -7.3170 1.1674 0.8866 1.1713 0.8251 7.0239 0.6046
0.0862 -9.0168 1.4711 8.1505 1.4700 1.0973 8.6293 0.4781
0.1938 -6.7736 1.3011 8.0249 1.2976 0.9789 7.9685 0.5311
0.2155 5.4360 1.0800 1.7769 1.0782 0.5888 5.6819 0.7145
0.2566 -11.6301 1.3955 3.6487 1.3958 1.0502 8.3634 0.5001
0.1681 -4.7482 1.6610 -3.9151 1.6659 1.1741 9.0597 0.4407
0.1855 2.8590 3.2295 -10.1297 3.2151 1.4241 11.1517 0.2038
0.1756 11.7159 1.4545 -6.5909 1.4534 1.0885 8.5791 0.4823
0.2848 -11.6256 2.5265 1.8781 2.5383 1.3476 10.2494 0.3082
0.2903 -12.8961 1.3700 -16.4412 1.3709 1.0330 8.2704 0.5075
0.2860 11.0751 1.3554 -1.7996 1.3566 1.0231 8.2169 0.5117
0.2497 -3.5016 2.5344 0.3399 2.5472 1.3483 10.2578 0.3070
0.2264 3.2956 1.0571 -15.3129 1.0374 0.4440 4.2242 0.8101
0.2552 9.6155 1.1170 -6.6718 1.1166 0.7060 6.3726 0.6574
0.2878 -2.2493 1.0589 2.1710 1.0367 0.4367 4.0388 0.8172
0.1708 6.1212 2.7723 10.4639 2.8154 1.3698 10.5154 0.2721
0.0789 -9.4952 1.8837 -4.4869 1.8892 1.2436 9.4768 0.4002
0.2575 -0.6164 2.8230 -6.4605 2.8676 1.3739 10.5681 0.2653
0.1569 -0.6842 1.4786 -7.8996 1.4778 1.1003 8.6466 0.4766
0.0326 -0.2745 3.0183 7.6042 3.0478 1.3889 10.7621 0.2417
0.1548 2.8776 1.2472 -2.7323 1.2422 0.9328 7.6914 0.5526
0.0840 -4.0299 1.3069 -7.9587 1.3039 0.9833 7.9951 0.5290
0.0988 9.5621 2.9177 8.3110 2.9550 1.3811 10.6622 0.2535
0.1648 6.9751 1.5193 7.3228 1.5199 1.1166 8.7398 0.4686
0.2683 7.5026 2.1588 -6.0079 2.1599 1.2988 9.8350 0.3612
0.2184 5.4286 1.0624 2.4907 1.0565 0.4952 4.8915 0.7747
0.2393 -18.0305 2.2430 -1.7823 2.2451 1.3118 9.9305 0.3498
0.2400 5.1004 1.0827 8.7701 1.0788 0.6041 5.7797 0.7064
0.1467 -6.5647 2.0478 12.9985 2.0497 1.2784 9.6967 0.3769
0.1248 -1.4612 2.8074 -1.2011 2.8532 1.3727 10.5526 0.2672
0.2842 15.7655 1.6396 3.0744 1.6442 1.1660 9.0140 0.4448
0.2822 -17.1694 1.0750 -4.0912 1.0770 0.5630 5.5005 0.7294
0.1157 -6.6181 1.1967 -4.6689 1.1967 0.8803 7.3703 0.5775
0.0819 -4.1998 2.2212 5.6569 2.2231 1.3085 9.9058 0.3528
0.2140 -2.4868 3.2156 2.5207 3.2114 1.4169 11.0789 0.2100
0.2278 0.8246 3.1720 14.5169 3.1897 1.4018 10.9148 0.2254
0.2790 -10.4362 2.5122 -0.4513 2.5222 1.3461 10.2338 0.3103
0.1394 -18.7180 3.0832 -11.3612 3.1078 1.3942 10.8266 0.2346
0.2950 9.0149 2.6364 -18.1914 2.6622 1.3581 10.3683 0.2919
0.2013 -9.9677 1.2018 -3.2213 1.2013 0.8869 7.4122 0.5741
0.2589 14.3799 1.4597 7.3551 1.4585 1.0918 8.5981 0.4807
0.1131 -4.7121 1.6182 -7.1994 1.6223 1.1576 8.9668 0.4490
0.2912 -12.2590 1.1947 2.1570 1.1950 0.8767 7.3476 0.5793
0.2204 -6.4510 1.7762 -12.3448 1.7828 1.2160 9.3052 0.4175
0.2886 -1.3203 2.9611 1.9340 2.9951 1.3844 10.7053 0.2483
0.1219 -10.3286 1.1320 0.7649 1.1291 0.7432 6.5701 0.6411
0.2057 -2.6447 1.2166 2.3946 1.2146 0.9013 7.5029 0.5669
0.2790 -12.8105 1.3038 -8.8999 1.3006 0.9810 7.9810 0.5301
0.2735 -0.4411 2.6982 -8.8521 2.7319 1.3635 10.4352 0.2828
0.2641 5.8075 1.6376 1.5257 1.6422 1.1653 9.0097 0.4452
0.2290 8.3482 1.1595 5.6878 1.1624 0.8079 6.9246 0.6125
0.1682 11.3778 2.9559 -11.6456 2.9902 1.3840 10.7001 0.2489
0.2682 -1.4714 1.1781 17.8023 1.1806 0.8454 7.1509 0.5947
0.2002 -13.0854 3.2113 1.6021 3.2102 1.4147 11.0564 0.2120
0.2146 -6.7610 1.0586 -0.9343 1.0412 0.4676 4.5558 0.7947
0.2391 22.2091 1.8095 0.7584 1.8166 1.2276 9.3763 0.4105
0.1232 7.7693 2.1737 -6.2554 2.1750 1.3012 9.8519 0.3592
0.2840 1.1102 1.1835 14.5106 1.1853 0.8556 7.2146 0.5897
0.1393 4.4820 1.2264 -8.8996 1.2234 0.9113 7.5630 0.5624
0.2898 -17.5784 1.9913 -7.1103 1.9944 1.2665 9.6209 0.3850
0.2089 -4.7248 2.5642 2.0845 2.5808 1.3513 10.2901 0.3026
0.2005 5.1272 1.0583 7.9816 1.0404 0.4623 4.4882 0.7982
0.0517 3.0746 2.4187 9.2685 2.4229 1.3355 10.1298 0.3243
0.2491 -0.3189 1.6997 0.9057 1.7051 1.1884 9.1420 0.4331
0.2775 6.7782 1.7661 -4.8802 1.7725 1.2124 9.2836 0.4197
0.1175 -11.4286 2.5261 -2.2269 2.5378 1.3475 10.2489 0.3083
0.0726 -17.0049 1.0707 -6.0718 1.0737 0.5411 5.3277 0.7431
0.1660 -1.2248 1.3276 -17.6599 1.3266 0.9996 8.0912 0.5214
0.1994 -2.4303 2.1404 8.4772 2.1412 1.2958 9.8141 0.3637
0.2490 -3.0761 1.1267 2.5284 1.1247 0.7297 6.4999 0.6468
0.2705 -12.7649 1.7352 1.8574 1.7412 1.2013 9.2178 0.4260
0.2773 -3.5797 1.9213 8.2883 1.9259 1.2514 9.5272 0.3948
0.2783 -1.3781 1.9534 -9.6967 1.9574 1.2582 9.5702 0.3903
0.2709 2.6208 1.0701 1.3468 1.0728 0.5378 5.3007 0.7452
0.2703 1.6746 2.6500 10.2930 2.6776 1.3593 10.3831 0.2899
0.2600 0.9239 1.4626 -5.2063 1.4613 1.0937 8.6088 0.4798
0.2173 6.0508 3.2256 0.7781 3.2141 1.4220 11.1314 0.2055
0.2861 -10.1657 2.1554 -3.0556 2.1565 1.2983 9.8311 0.3617
0.2274 -7.0190 1.3612 4.3437 1.3623 1.0270 8.2381 0.5100
0.0820 4.3256 2.3745 12.8304 2.3782 1.3300 10.0797 0.3309
0.2080 17.0579 3.0919 0.6031 3.1158 1.3950 10.8352 0.2337
0.2493 2.7299 3.0381 4.4651 3.0662 1.3905 10.7818 0.2395
0.2600 6.3967 2.5992 11.2554 2.6203 1.3547 10.3280 0.2974
0.2205 5.9793 1.1476 -8.6392 1.1476 0.7800 6.7714 0.6249
0.1156 2.6107 1.7847 -3.7524 1.7915 1.2190 9.3234 0.4158
0.1849 19.6424 2.6029 -15.6070 2.6245 1.3550 10.3320 0.2969
0.2184 7.5131 2.2640 -11.9450 2.2664 1.3149 9.9543 0.3469
0.0598 -0.7047 1.1302 -3.6797 1.1276 0.7388 6.5463 0.6429
0.1652 -1.4561 3.2183 -5.3923 3.2121 1.4183 11.0931 0.2088
0.1751 7.6892 1.7981 1.1369 1.8050 1.2237 9.3520 0.4129
0.1638 1.4260 1.0779 -5.7515 1.0777 0.5770 5.6039 0.7209
0.1628 -6.8697 1.2631 -14.2182 1.2565 0.9491 7.7892 0.5451
0.1061 -5.0511 1.1020 3.0832 1.1037 0.6702 6.1698 0.6741
0.2346 3.7376 1.1058 -6.5105 1.1073 0.6801 6.2266 0.6695
0.1484 -10.4238 3.2182 -2.3331 3.2121 1.4182 11.0926 0.2088
0.1123 -5.5713 1.1100 10.3719 1.1108 0.6898 6.2818 0.6649
0.2387 -6.6784 1.0651 -9.2665 1.0647 0.5111 5.0646 0.7628
0.1296 5.3508 1.3367 -18.0894 1.3366 1.0075 8.1335 0.5182
0.1141 -0.3324 1.3869 4.5531 1.3874 1.0444 8.3321 0.5026
0.2523 15.6360 1.4048 -7.1282 1.4049 1.0563 8.3975 0.4973
0.2934 -2.0984 1.4471 -4.0963 1.4462 1.0837 8.5520 0.4846
0.2663 -2.7784 1.0603 5.7696 1.0480 0.4816 4.7306 0.7848
0.0683 0.7288 1.6157 0.4198 1.6197 1.1566 8.9610 0.4495
0.2422 -10.9777 3.2307 6.7209 3.2154 1.4247 11.1578 0.2033
0.0506 -13.2726 3.1731 -5.4302 3.1908 1.4019 10.9159 0.2253
0.1378 -5.2673 1.3791 -8.3927 1.3797 1.0391 8.3033 0.5049
0.0921 7.5302 1.0923 -6.1900 1.0909 0.6367 5.9772 0.6900
0.1936 15.4149 1.5600 1.6485 1.5620 1.1336 8.8332 0.4607
0.0987 7.6821 2.3660 5.3173 2.3696 1.3289 10.0701 0.3322
0.0202 8.4204 1.8683 7.5640 1.8742 1.2404 9.4563 0.4023
0.1417 -6.7960 2.5248 7.7686 2.5364 1.3474 10.2475 0.3084
0.2206 -16.1052 2.8625 5.6918 2.9041 1.3769 10.6074 0.2603
0.0912 2.7672 2.2500 11.2902 2.2522 1.3128 9.9385 0.3488
0.2159 13.7053 3.0512 9.3453 3.0782 1.3916 10.7948 0.2381
0.1476 11.2014 2.9434 11.1178 2.9787 1.3831 10.6877 0.2504
0.0843 3.0238 2.2733 5.6085 2.2757 1.3162 9.9648 0.3456
0.0475 -2.1594 1.1394 6.6879 1.1375 0.7607 6.6658 0.6334
0.1724 -3.0833 1.6465 -2.4177 1.6512 1.1686 9.0287 0.4435
0.2040 -10.7715 3.1969 -10.1503 3.2063 1.4077 10.9814 0.2189
0.2198 -5.7191 1.8611 6.1804 1.8671 1.2389 9.4467 0.4033
0.2666 -4.5960 2.9174 0.8793 2.9547 1.3811 10.6619 0.2535
0.2667 -0.0540 1.2864 -3.4045 1.2815 0.9676 7.9002 0.5365
0.1061 -2.6775 1.0726 -7.7599 1.0765 0.5520 5.4154 0.7362
0.1756 -10.0546 1.1096 7.5325 1.1105 0.6889 6.2766 0.6653
0.1601 -7.2560 1.2408 12.9955 1.2364 0.9262 7.6521 0.5556
0.1912 -4.7423 1.2043 -10.8923 1.2035 0.8893 7.4274 0.5729
0.1653 -10.3060 2.1088 -5.2482 2.1093 1.2906 9.7783 0.3678
0.1382 -2.8196 2.6962 -15.0524 2.7297 1.3634 10.4330 0.2831
0.1471 -0.9998 2.9162 13.1433 2.9536 1.3810 10.6607 0.2537
0.2220 -5.3137 1.8721 8.4646 1.8779 1.2412 9.4614 0.4018
0.2782 -2.4261 2.3159 0.6559 2.3188 1.3222 10.0131 0.3395
0.2198 -0.5477 1.2523 7.2764 1.2467 0.9380 7.7224 0.5502
0.0933 5.0648 2.5636 -11.1839 2.5801 1.3512 10.2895 0.3027
0.2004 0.5976 1.8816 -0.5123 1.8872 1.2432 9.4741 0.4004
0.0912 -11.8324 2.1282 -2.3421 2.1289 1.2938 9.8002 0.3653
0.2572 -4.1650 1.5054 1.1036 1.5055 1.1111 8.7081 0.4713
0.1663 -0.9603 1.1268 -4.8468 1.1248 0.7300 6.5017 0.6466
0.1880 -11.4224 2.1157 8.9466 2.1163 1.2918 9.7861 0.3669
0.1915 -2.2821 3.2024 -2.6612 3.2078 1.4103 11.0097 0.2163
0.2095 -2.2866 1.6134 1.5246 1.6173 1.1557 8.9557 0.4500
0.1454 -3.0558 2.6015 7.2106 2.6229 1.3549 10.3306 0.2971
0.1083 -6.5971 2.0482 13.1691 2.0501 1.2784 9.6972 0.3768
0.2471 1.8704 1.1686 6.2684 1.1723 0.8274 7.0383 0.6034
0.2192 -15.5900 3.1950 -10.8838 3.2058 1.4068 10.9712 0.2199
0.1940 1.7313 2.2281 -10.3519 2.2300 1.3096 9.9136 0.3519
0.1311 15.6426 3.1990 0.4973 3.2069 1.4087 10.9924 0.2179
0.2833 -3.9249 1.2768 -3.2322 1.2710 0.9602 7.8559 0.5399
0.0481 2.1408 1.1103 -3.7632 1.1110 0.6904 6.2848 0.6647
0.0924 -11.0440 2.0262 5.9169 2.0285 1.2739 9.6677 0.3800
0.2449 7.7296 1.4176 4.7231 1.4174 1.0646 8.4442 0.4935
0.2489 3.4646 2.1266 4.3597 2.1273 1.2936 9.7985 0.3655
0.1920 -2.8859 2.2696 6.6463 2.2721 1.3157 9.9607 0.3461
0.2197 4.1061 1.5336 14.3634 1.5347 1.1226 8.7726 0.4658
0.1833 -2.0822 3.1156 -14.9191 3.1377 1.3969 10.8587 0.2312
0.1718 8.2691 2.6715 -0.3528 2.7018 1.3612 10.4063 0.2867
0.2115 -8.1375 3.2281 -7.2376 3.2147 1.4233 11.1442 0.2044
0.2418 6.7524 2.4031 5.8971 2.4071 1.3336 10.1121 0.3267
0.2913 -5.2032 1.8001 4.7374 1.8071 1.2244 9.3562 0.4125
0.1523 -8.4344 2.5997 0.5470 2.6209 1.3547 10.3286 0.2973
0.0985 -14.8379 2.4305 16.2008 2.4348 1.3370 10.1432 0.3225
0.1154 7.7922 1.3936 11.4455 1.3940 1.0490 8.3566 0.5006
0.0884 4.0882 2.0075 2.0062 2.0102 1.2699 9.6427 0.3827
0.1659 -14.7028 3.0358 7.4719 3.0640 1.3904 10.7794 0.2398
0.2593 8.2173 2.3240 -2.6753 2.3271 1.3233 10.0224 0.3383
0.1481 2.3000 2.6789 4.2149 2.7102 1.3619 10.4144 0.2856
0.2020 4.4317 1.7669 -13.2418 1.7734 1.2127 9.2854 0.4195
0.1928 4.9617 1.4752 5.9274 1.4742 1.0989 8.6387 0.4773
0.1649 3.1887 2.5558 -0.5347 2.5714 1.3505 10.2811 0.3038
0.1233 -6.9591 1.2829 -1.0782 1.2777 0.9649 7.8841 0.5377
0.2671 -4.0107 1.5450 -5.1934 1.5465 1.1274 8.7988 0.4636
0.1567 7.6826 1.0583 -8.2218 1.0404 0.4621 4.4854 0.7983
0.1626 10.4743 3.2157 2.2822 3.2114 1.4170 11.0796 0.2099
0.2808 0.4013 1.0644 -4.3949 1.0636 0.5078 5.0326 0.7651
0.2070 -1.7841 1.1976 10.8790 1.1975 0.8821 7.3820 0.5765
0.2477 5.8155 1.7094 -13.6646 1.7150 1.1920 9.1627 0.4312
0.1303 4.4628 1.7556 3.1724 1.7619 1.2087 9.2614 0.4218
0.2912 6.9247 2.7372 -14.4257 2.7759 1.3669 10.4775 0.2771
0.0430 -4.6273 1.4165 12.3217 1.4163 1.0639 8.4402 0.4938
0.1767 9.0335 1.8786 7.4440 1.8842 1.2426 9.4701 0.4009
0.2046 0.5161 2.7146 6.4699 2.7504 1.3650 10.4530 0.2804
0.1152 0.0025 1.7007 -4.9992 1.7062 1.1888 9.1443 0.4329
0.2663 8.1288 2.0358 -8.2049 2.0379 1.2759 9.6805 0.3786
0.2779 -5.9624 3.0561 -7.7265 3.0827 1.3920 10.7996 0.2376
0.2030 2.3458 1.4120 2.9284 1.4119 1.0610 8.4237 0.4952
0.2050 -6.9753 2.7765 2.1997 2.8202 1.3702 10.5200 0.2715
0.1425 -11.9598 2.8794 -0.1699 2.9196 1.3782 10.6241 0.2582
0.1152 -1.6580 1.3450 -7.3199 1.3457 1.0147 8.1721 0.5152
0.2895 6.0266 3.1127 -9.9139 3.1349 1.3967 10.8558 0.2315
0.2498 6.2676 1.0791 7.6933 1.0780 0.5839 5.6497 0.7172
0.2744 3.9367 1.0570 4.0582 1.0372 0.4433 4.2118 0.8106
0.1456 4.9997 1.0574 4.7795 1.0380 0.4475 4.2833 0.8077
0.2936 -3.5189 3.1295 15.3177 3.1505 1.3981 10.8725 0.2297
0.2101 6.2380 3.1971 -2.2807 3.2063 1.4091 10.9821 0.2207
0.2097 0.6168 1.6096 -6.2346 1.6133 1.1541 8.9469 0.4508
0.1955 3.3658 1.0678 1.1189 1.0691 0.5252 5.1928 0.7534
0.2619 -7.0251 3.0979 5.3900 3.1213 1.3955 10.8412 0.2330
0.2329 -0.6267 2.3555 -4.3043 2.3590 1.3275 10.0581 0.3337
0.1335 11.5034 2.1903 -2.7093 2.1918 1.3038 9.8708 0.3570
0.0245 6.4701 3.2165 0.9434 3.2116 1.4174 11.0837 0.2096
0.1696 -10.7362 2.3390 3.7359 2.3422 1.3254 10.0394 0.3361
0.2694 -10.8706 2.8748 1.9544 2.9154 1.3778 10.6196 0.2587
0.1790 -4.6490 3.2193 2.3355 3.2123 1.4188 11.0981 0.2083
0.2790 1.6221 1.9116 -7.3216 1.9165 1.2494 9.5142 0.3962
0.2711 -6.4632 2.2425 -1.4295 2.2446 1.3117 9.9300 0.3499
0.2934 -3.0382 3.2172 -4.4119 3.2118 1.4177 11.0874 0.2093
0.2474 1.0773 2.1667 3.0074 2.1679 1.3001 9.8440 0.3602
0.2744 5.2655 2.1205 5.2603 2.1212 1.2926 9.7916 0.3662
0.1845 -0.2422 2.3361 -12.1186 2.3393 1.3250 10.0361 0.3365
0.2266 2.3180 1.4882 3.3190 1.4877 1.1042 8.6685 0.4747
0.1576 -4.4236 3.2361 4.4130 3.2169 1.4274 11.1858 0.2011
0.2426 4.9608 3.1482 8.2713 3.1677 1.3997 10.8911 0.2278
0.2303 13.2845 2.0606 -3.8452 2.0622 1.2810 9.7138 0.3750
0.2959 9.9311 1.2892 5.4237 1.2846 0.9698 7.9133 0.5354
0.2907 -2.0032 1.6102 -0.3485 1.6140 1.1544 8.9484 0.4506
0.0663 2.6702 2.7101 10.9219 2.7453 1.3646 10.4481 0.2811
0.2396 -10.8409 3.0361 -23.0859 3.0643 1.3904 10.7798 0.2398
0.2776 6.7584 3.0062 8.0000 3.0366 1.3880 10.7500 0.2431
0.1100 -3.8277 3.1916 1.6522 3.2048 1.4052 10.9535 0.2216
0.2569 4.1841 2.0910 -12.9363 2.0919 1.2871 9.7544 0.3705
0.1482 3.3115 2.7012 11.2754 2.7354 1.3638 10.4385 0.2824
0.2415 6.5145 3.1237 3.0675 3.1451 1.3976 10.8668 0.2303
0.1679 2.6537 2.9955 -3.3599 3.0268 1.3871 10.7395 0.2443
0.2390 1.2578 1.7328 16.0630 1.7388 1.2005 9.2127 0.4265
0.0802 -8.5330 2.8330 -3.7378 2.8768 1.3746 10.5781 0.2640
0.0777 -14.9828 1.6333 6.4710 1.6378 1.1636 9.0005 0.4460
0.1554 -2.8252 2.6025 -2.0106 2.6240 1.3550 10.3316 0.2969
0.1315 3.5656 1.7242 -21.7074 1.7300 1.1974 9.1943 0.4282
0.2614 5.8734 2.9441 9.7288 2.9794 1.3831 10.6884 0.2503
0.1228 -4.5384 1.0980 4.7577 1.0984 0.6563 6.0903 0.6806
0.2399 -7.9585 2.5292 12.4166 2.5413 1.3478 10.2522 0.3078
0.2927 10.4436 1.5525 1.8458 1.5543 1.1305 8.8160 0.4621
0.1066 -4.9364 1.1169 -8.0910 1.1166 0.7060 6.3725 0.6574
0.1917 -4.0984 2.5966 5.4496 2.6174 1.3544 10.3252 0.2978
0.1696 -0.1635 2.7996 5.2672 2.8460 1.3721 10.5449 0.2682
0.1904 8.2180 1.1440 -1.7761 1.1432 0.7716 6.7256 0.6286
0.2362 -1.7651 1.5067 -12.1478 1.5068 1.1116 8.7109 0.4711
0.1060 -2.9100 2.5981 1.9175 2.6191 1.3546 10.3269 0.2976
0.2164 -8.2091 1.7529 1.1298 1.7592 1.2077 9.2556 0.4224
0.2391 9.1934 1.5836 -12.4050 1.5864 1.1434 8.8874 0.4560
0.2336 4.2109 1.4585 10.2901 1.4572 1.0910 8.5935 0.4811
0.0916 3.4628 1.1402 1.7178 1.1384 0.7626 6.6758 0.6326
0.2109 2.3211 1.0857 8.2177 1.0822 0.6144 5.8446 0.7010
0.2153 6.3671 1.6415 -0.3220 1.6461 1.1667 9.0180 0.4444
0.2908 0.5540 1.2897 -5.4598 1.2852 0.9702 7.9158 0.5352
0.1998 -2.2003 2.4278 13.6081 2.4321 1.3366 10.1401 0.3229
0.2404 5.5257 3.2040 15.2124 3.2082 1.4111 11.0181 0.2155
0.2142 5.6782 3.2268 -2.4043 3.2144 1.4226 11.1375 0.2050
0.2676 -3.3635 1.2528 -12.8675 1.2471 0.9385 7.7255 0.5500
0.0611 1.0250 1.0975 -1.8016 1.0978 0.6547 6.0810 0.6814
0.1351 1.3330 1.6394 -10.0731 1.6440 1.1659 9.0135 0.4449
0.2330 -6.3702 3.0148 -14.8487 3.0446 1.3887 10.7586 0.2421
0.1884 11.2409 1.1891 -3.4921 1.1901 0.8661 7.2809 0.5845
0.2356 0.8748 2.7155 -0.1948 2.7514 1.3650 10.4539 0.2803
0.1685 -14.9321 2.9664 -5.2487 2.9999 1.3848 10.7105 0.2477
0.0780 -5.8899 1.1465 7.3440 1.1462 0.7773 6.7567 0.6261
0.2663 10.1768 1.2756 -3.7034 1.2697 0.9593 7.8501 0.5404
0.1216 0.6098 2.1196 -11.8690 2.1203 1.2924 9.7905 0.3664
0.2096 -8.0510 1.6734 2.8803 1.6785 1.1787 9.0861 0.4383
0.1696 13.7288 2.4117 -3.5133 2.4158 1.3347 10.1218 0.3254
0.2277 -14.2388 1.9957 -18.0247 1.9987 1.2674 9.6269 0.3844
0.2422 8.9117 1.4727 -9.6293 1.4717 1.0980 8.6331 0.4777
0.2428 0.9160 2.0853 3.8540 2.0863 1.2860 9.7468 0.3713
0.2844 6.6894 2.0298 2.5036 2.0320 1.2746 9.6725 0.3795
0.2554 5.0587 1.4983 13.7885 1.4981 1.1082 8.6917 0.4728
0.1110 13.8295 2.8020 4.6166 2.8482 1.3723 10.5472 0.2679
0.0587 -0.6560 1.1917 -5.2385 1.1924 0.8710 7.3116 0.5821
0.1901 0.5954 3.2270 10.2236 3.2144 1.4227 11.1384 0.2049
0.2935 1.2255 1.6965 5.9252 1.7019 1.1872 9.1353 0.4337
0.2801 5.4055 1.5164 -7.0414 1.5169 1.1154 8.7332 0.4692
0.2387 0.2937 1.8061 2.8890 1.8131 1.2265 9.3690 0.4112
0.1962 -7.6593 1.0576 13.1282 1.0388 0.4517 4.3475 0.8048
0.2783 11.0717 1.7185 7.0770 1.7243 1.1953 9.1822 0.4294
0.0928 -8.2805 2.7481 -6.6444 2.7882 1.3678 10.4892 0.2756
0.2178 11.6214 3.2280 3.6501 3.2147 1.4233 11.1437 0.2045
0.2450 5.0535 2.6904 6.8391 2.7232 1.3629 10.4268 0.2839
0.2363 0.3768 1.5274 -14.5400 1.5283 1.1200 8.7585 0.4670
0.2252 -3.0299 1.0588 -3.7334 1.0417 0.4710 4.5997 0.7923
0.2589 -2.6579 1.2411 -4.2343 1.2366 0.9265 7.6534 0.5555
